tier,cgpa,leetcode_problems_solved,github_commits_last_year,hackathon_wins,past_internships,projects,communication_score,sector_demand_index,salary_lpa
3,5.0,134,51,0,0,3,100.0,0.94,7.26
3,8.97,267,10,0,0,6,70.3,0.82,12.22
3,7.44,192,414,1,1,1,67.9,1.06,12.83
2,6.84,62,229,1,1,3,79.0,0.95,14.18
2,6.37,140,621,0,1,5,48.6,0.95,14.1
2,8.75,279,101,0,2,2,63.5,0.91,14.52
3,8.17,49,103,0,1,2,70.2,1.04,11.38
2,6.4,76,618,0,2,5,61.2,0.86,13.96
3,8.66,340,400,1,2,1,68.9,0.94,15.51
2,5.13,17,564,0,1,5,65.8,0.97,14.1
2,7.75,123,51,1,1,2,67.2,1.13,16.87
2,10.0,316,216,0,3,3,79.0,1.12,27.03
3,6.61,275,314,0,1,1,48.9,0.97,11.67
2,5.0,32,397,0,3,2,70.4,0.91,13.42
2,9.61,227,45,0,1,6,74.9,0.81,14.34
1,9.01,265,198,0,1,0,85.7,0.83,19.43
3,7.4,190,159,1,2,6,51.4,0.96,16.73
3,8.4,69,562,1,1,2,85.1,0.83,8.57
3,6.24,5,16,0,0,2,70.3,1.02,4.79
1,9.35,79,8,1,0,3,54.8,0.93,22.36
2,7.9,44,7,0,1,3,57.8,1.06,15.24
2,7.9,34,107,0,1,6,54.4,1.02,12.65
3,7.06,56,42,1,1,3,88.4,1.03,12.68
2,8.93,20,92,0,0,2,86.1,1.06,12.91
3,8.27,293,31,0,0,5,100.0,1.07,16.3
2,9.06,192,6,0,3,4,46.8,0.92,21.03
3,7.44,80,648,0,2,1,65.9,0.91,13.87
2,6.8,19,1115,0,0,2,79.7,1.05,13.71
3,8.09,32,446,0,2,2,55.2,0.97,10.78
3,8.39,101,18,2,0,2,80.5,0.97,14.78
1,9.07,376,360,0,0,1,82.0,1.0,27.21
3,7.59,605,13,0,1,4,60.1,1.04,17.02
3,7.87,514,451,0,0,3,75.5,1.07,15.66
2,7.08,282,83,0,1,2,49.4,1.08,16.55
3,7.67,6,183,1,1,3,60.9,0.96,11.05
1,8.83,532,214,0,1,3,78.9,1.17,32.39
2,5.75,105,118,0,2,3,59.5,0.93,9.24
2,6.76,3,282,0,1,2,55.9,1.03,10.73
2,5.41,201,158,0,3,4,69.3,0.75,9.63
3,7.5,180,25,0,1,3,80.4,0.97,12.83
2,7.98,176,33,2,1,3,100.0,0.95,19.47
2,5.0,74,85,0,2,4,45.2,1.01,9.74
3,5.88,123,9,0,1,5,86.7,1.03,12.91
3,7.7,15,26,0,1,3,59.0,0.89,6.13
1,5.01,754,200,0,2,0,64.9,1.08,31.78
3,7.84,186,78,0,0,4,73.7,1.08,10.34
2,8.16,234,155,0,1,3,49.4,0.97,12.17
3,7.96,57,93,0,2,5,63.8,1.01,14.34
2,6.6,14,593,0,1,5,75.9,1.01,14.69
3,9.11,176,1254,0,1,0,84.6,0.98,13.53
2,8.04,341,2,1,1,0,36.3,1.04,16.22
3,7.44,99,178,0,0,5,62.1,1.01,11.25
3,6.64,28,360,1,2,1,61.3,0.95,12.23
3,8.83,141,10,1,0,3,41.1,1.14,14.27
3,8.64,184,16,0,4,3,79.0,1.07,19.13
2,8.45,172,156,0,3,2,47.2,0.86,12.99
2,5.91,302,303,0,1,4,88.6,1.14,21.09
3,7.32,22,278,1,1,2,70.3,0.85,10.56
2,6.98,37,735,0,2,2,55.6,1.02,12.61
1,7.41,156,201,0,0,2,45.2,0.97,17.61
3,8.39,53,360,0,0,2,63.4,0.98,9.82
2,10.0,208,143,0,0,3,55.5,0.94,12.78
2,6.43,71,678,0,0,4,78.7,0.95,12.65
3,5.34,92,18,0,1,5,91.3,1.09,8.76
3,7.59,84,1404,0,1,6,80.3,1.1,13.4
3,8.62,54,468,0,0,4,45.7,0.76,6.01
3,8.03,118,340,0,2,1,47.3,1.04,11.23
1,6.86,237,241,2,1,4,75.8,0.98,27.25
3,5.17,61,790,0,2,3,54.8,0.95,10.43
3,9.71,300,306,2,2,4,55.1,1.06,22.64
2,5.2,41,226,1,0,2,72.1,1.13,9.97
3,10.0,99,93,0,2,6,64.6,1.11,17.97
1,7.8,47,106,0,2,7,72.4,0.94,23.62
2,5.07,146,477,1,0,4,73.6,0.86,14.5
1,6.63,128,468,0,1,4,66.8,1.12,21.59
3,9.21,344,538,0,1,0,43.3,0.89,13.56
1,5.73,15,366,5,4,2,71.5,0.93,33.81
2,5.2,2,150,0,2,1,74.8,0.97,10.2
3,5.55,122,4,1,1,2,52.1,1.08,10.1
2,8.66,526,521,1,0,3,93.2,0.85,18.01
2,6.87,613,529,0,0,5,82.4,1.04,23.17
2,7.92,122,395,2,0,1,92.8,1.11,20.29
2,6.15,113,636,2,1,2,44.2,0.86,12.6
2,9.46,107,151,2,1,3,68.1,0.96,18.02
3,6.76,92,303,0,2,3,73.4,1.11,11.85
2,7.26,371,73,0,1,1,88.5,0.98,15.5
3,7.47,92,787,0,1,2,37.8,0.98,11.73
3,8.74,142,215,0,2,5,68.1,1.29,19.78
3,8.68,193,239,1,1,4,73.4,1.14,17.33
3,7.57,104,265,0,1,4,51.6,0.91,11.28
3,9.47,564,3,0,0,1,72.6,0.93,15.97
3,8.71,332,98,0,1,4,71.0,1.26,17.8
3,6.65,51,856,1,0,3,64.6,1.09,8.84
2,6.5,199,654,0,2,6,93.9,1.01,18.21
3,6.72,397,409,1,1,5,83.8,1.07,20.24
3,6.41,99,584,0,3,1,63.1,0.84,11.05
1,6.47,151,3,0,1,3,90.7,0.93,21.26
3,7.32,480,17,3,0,4,83.7,0.98,24.22
2,6.36,39,437,1,1,2,69.6,0.99,11.52
2,5.74,100,10,0,1,3,73.4,1.19,14.71
2,7.15,137,150,0,0,2,52.6,0.95,10.69
2,8.37,460,73,2,2,3,48.3,1.08,27.35
3,8.45,103,160,0,0,4,61.9,1.07,14.58
3,10.0,404,589,1,1,3,87.6,1.07,22.65
2,6.25,64,495,0,0,5,62.9,1.06,10.62
2,5.0,2,797,0,0,4,81.7,1.15,13.89
3,8.19,24,556,0,0,4,73.2,0.91,7.96
1,7.13,326,146,0,0,3,59.9,1.02,21.86
3,8.1,74,1208,1,1,3,82.9,1.06,17.74
3,7.95,95,109,1,2,4,64.9,0.73,13.21
3,9.41,10,513,0,1,3,64.3,1.03,12.81
2,6.05,109,47,0,3,4,64.0,0.98,15.02
3,7.82,366,46,1,0,1,49.7,0.99,14.45
1,6.92,196,98,0,0,3,61.5,0.94,21.69
1,5.0,15,324,1,1,4,64.7,1.15,20.58
3,8.56,151,90,3,0,3,64.0,1.01,19.44
3,9.45,17,1027,1,2,2,68.0,1.15,19.88
2,7.94,121,25,1,1,2,53.0,1.06,18.28
3,8.79,111,1008,2,1,3,70.4,1.14,20.78
3,5.93,124,68,0,1,4,71.8,0.75,5.42
3,7.79,36,8,0,3,2,77.6,1.07,15.38
3,7.6,564,262,1,0,1,44.8,0.95,14.6
3,7.72,224,80,1,1,3,77.8,1.03,14.29
3,6.11,55,10,1,1,3,60.9,0.88,10.38
3,9.27,35,17,1,2,4,59.1,0.98,15.57
3,9.43,42,163,1,2,7,100.0,1.04,20.47
2,7.5,202,237,0,4,0,75.3,0.91,20.35
3,8.09,175,1308,1,2,4,59.9,0.89,18.62
3,7.32,19,71,0,1,2,83.6,0.97,7.37
2,5.66,828,11,1,4,5,54.1,0.95,28.33
3,5.96,47,81,0,2,2,80.0,0.88,7.44
3,10.0,14,806,0,2,2,81.4,0.98,13.69
3,6.26,42,547,0,1,3,78.6,1.02,10.83
2,6.11,233,356,0,3,4,50.2,0.87,13.58
3,7.13,17,142,0,3,2,54.8,1.0,11.3
2,9.71,16,878,0,2,2,80.7,0.93,17.03
2,6.06,21,52,0,1,3,64.1,0.97,10.0
2,10.0,366,125,2,0,2,76.1,1.12,25.47
1,9.19,360,40,2,1,2,92.8,1.0,30.79
2,6.0,92,31,1,1,1,89.9,0.76,10.86
1,8.94,19,431,0,4,3,67.3,1.17,32.53
3,6.21,424,642,2,1,7,70.6,0.99,21.49
2,6.53,123,78,0,3,2,41.8,1.21,19.42
3,7.89,234,66,0,1,4,69.1,1.02,14.78
3,8.78,182,1088,0,3,5,26.9,1.03,17.76
2,7.43,175,93,0,2,2,72.3,0.95,14.97
1,7.31,63,441,0,1,1,76.7,0.98,17.38
3,6.74,20,605,1,2,4,71.5,0.96,14.66
2,7.7,152,398,0,0,1,88.6,1.03,13.83
2,7.67,14,894,0,2,3,44.5,1.18,16.46
3,7.84,66,310,0,2,0,58.4,1.03,10.47
2,8.67,127,62,1,1,2,60.6,1.1,16.62
3,6.5,603,43,1,0,3,70.1,0.95,16.86
3,8.2,715,136,1,2,4,73.6,0.88,22.64
3,7.66,156,21,0,0,5,99.4,0.94,12.28
1,7.9,311,170,2,1,5,91.3,1.14,37.28
2,9.61,230,308,0,2,3,29.6,0.85,13.31
3,7.36,217,354,0,3,3,87.1,1.12,18.6
3,7.08,16,354,2,0,0,54.0,0.95,7.19
3,6.7,698,56,1,1,3,57.5,1.09,24.56
3,6.84,482,294,0,1,4,54.2,0.94,16.36
3,7.83,44,475,0,1,5,84.2,1.05,11.49
3,5.0,136,522,0,2,5,66.0,0.97,9.59
2,5.54,173,134,0,1,4,66.3,0.9,11.1
3,6.82,69,31,0,0,4,69.9,0.99,9.45
2,6.2,71,16,1,0,1,42.5,0.94,7.7
2,8.79,531,390,0,0,7,53.6,0.94,19.78
3,9.06,48,803,0,2,2,56.3,0.94,11.23
3,7.56,314,324,0,1,8,86.5,0.89,15.6
1,7.68,206,3,2,1,4,73.1,0.89,25.34
3,7.46,110,505,0,1,1,75.6,1.12,12.53
2,5.6,63,380,2,1,1,67.6,1.2,16.98
2,6.05,17,265,1,2,4,50.9,1.06,14.55
3,5.14,78,1398,0,1,2,63.3,1.21,11.86
2,6.57,58,878,2,1,1,64.6,0.89,15.86
3,8.89,228,281,2,1,2,100.0,1.07,18.67
2,8.36,368,61,0,2,2,78.4,0.95,18.02
3,6.7,120,47,2,1,4,87.4,0.85,15.1
3,7.02,444,666,3,1,2,56.4,1.09,24.94
3,6.13,34,154,1,1,0,76.1,0.99,7.95
3,8.23,92,65,0,0,6,68.1,1.03,9.87
3,9.54,243,51,0,2,5,79.8,0.97,16.8
2,9.62,244,490,1,1,7,46.2,0.81,18.28
2,8.84,220,216,0,0,3,55.6,1.08,14.35
3,6.04,55,269,1,2,3,49.0,1.02,10.68
2,7.34,202,192,0,1,5,64.6,1.06,17.93
3,7.5,5,380,0,1,4,83.6,0.89,8.33
1,5.69,5,108,0,1,3,72.6,0.96,18.37
2,8.72,100,17,1,0,3,75.1,1.03,16.79
3,6.57,492,92,1,1,2,73.0,1.01,16.75
2,10.0,0,69,1,3,2,74.0,1.09,22.13
2,6.59,89,44,1,2,1,55.1,0.94,14.14
2,8.06,0,1073,0,0,1,84.6,1.12,12.72
3,5.48,151,100,0,1,2,74.8,0.95,9.15
3,6.06,85,204,0,2,2,71.5,0.92,12.44
2,5.91,30,24,0,1,2,76.9,0.97,9.36
3,9.11,49,160,3,0,4,84.9,0.98,17.87
3,7.19,89,497,0,2,2,60.8,1.14,15.55
3,6.85,279,364,1,1,2,45.2,1.3,18.93
2,9.71,252,268,1,1,0,74.2,1.2,20.55
1,5.57,473,487,2,3,3,56.4,1.01,34.53
3,9.53,16,360,1,1,1,81.8,1.08,14.39
2,7.25,66,1382,1,0,3,53.8,1.22,18.18
2,8.95,159,323,1,0,5,43.4,0.97,18.92
2,6.29,171,203,3,3,0,98.4,1.07,24.93
2,8.66,167,320,1,1,0,44.5,0.97,15.72
3,7.78,106,3,0,1,4,73.3,0.9,10.6
2,5.0,1,135,0,2,4,64.0,0.88,9.73
2,5.0,463,185,0,1,5,81.4,0.88,17.86
1,9.43,46,92,1,1,3,96.0,1.1,27.7
2,5.0,33,617,0,4,4,50.4,1.14,18.9
2,7.92,210,730,0,1,2,70.8,1.07,15.31
3,6.28,31,34,2,2,6,59.5,0.98,14.49
2,6.15,281,103,1,1,1,76.5,1.06,19.48
2,9.31,9,782,1,0,3,79.2,1.03,19.05
1,7.3,28,546,0,1,1,57.2,1.12,21.5
1,6.54,93,71,0,1,2,54.5,0.93,16.45
3,7.39,54,63,1,0,2,77.4,1.02,9.47
3,10.0,59,121,1,0,4,54.5,0.88,9.35
3,7.68,221,930,0,1,5,61.2,0.96,12.96
2,6.72,176,201,0,3,2,62.1,0.79,11.39
2,7.99,48,354,0,0,3,51.5,0.94,12.91
2,6.0,301,486,0,1,1,63.1,1.03,16.53
3,8.28,235,143,0,2,4,55.7,1.11,15.98
3,8.64,41,765,0,0,1,92.3,1.08,12.25
3,6.97,21,194,1,1,3,65.7,0.77,10.24
2,7.47,69,135,1,1,3,73.4,1.02,16.51
2,7.82,136,293,1,2,2,52.0,0.92,16.42
3,7.61,154,328,1,0,6,83.8,1.07,15.09
3,8.63,281,70,1,3,2,60.6,1.18,23.24
2,8.58,79,153,0,1,0,86.4,1.05,15.31
2,7.18,112,169,0,0,1,55.3,0.88,9.53
3,6.66,34,5,1,0,1,86.4,0.97,8.92
2,6.22,78,81,1,1,5,71.2,0.97,15.45
3,6.61,162,354,2,4,2,95.6,0.95,20.85
3,6.09,308,273,0,2,7,80.5,1.05,17.68
2,9.01,36,18,0,1,4,95.4,1.04,13.13
1,7.97,29,95,0,3,3,39.3,1.27,29.23
3,6.45,216,353,0,1,4,51.7,1.04,14.52
1,7.64,138,160,0,0,6,73.3,1.03,20.76
2,7.38,292,572,0,1,5,67.9,0.83,15.32
1,8.32,113,283,0,2,1,78.8,0.9,20.62
2,8.56,95,457,0,1,2,64.2,1.0,11.73
3,9.04,13,108,2,0,4,65.0,0.98,15.35
3,6.21,281,18,0,1,0,78.5,0.97,9.77
2,5.82,237,121,1,0,3,80.1,0.88,12.87
3,8.62,331,280,0,1,1,82.5,1.01,14.8
3,6.64,112,193,2,2,6,42.0,1.01,17.24
2,7.05,20,11,0,0,3,30.0,1.1,11.33
1,7.62,99,502,0,1,2,69.4,1.02,24.47
3,7.91,126,82,0,1,3,74.7,1.03,10.98
2,6.67,146,718,0,1,4,64.5,1.11,18.28
2,9.05,158,207,1,0,1,88.0,0.98,16.98
2,8.15,222,35,0,1,1,66.6,1.1,15.3
1,9.38,298,804,0,0,2,54.4,1.22,27.98
3,8.39,43,293,0,1,3,57.5,0.81,7.32
2,8.43,65,554,0,1,3,66.0,0.7,11.4
3,9.05,84,182,0,1,2,73.8,1.09,12.54
1,8.71,201,436,0,2,1,34.7,1.03,20.71
3,9.41,5,316,0,1,1,73.9,0.98,9.88
2,5.0,75,161,0,1,3,55.0,1.16,9.25
3,6.81,1,166,1,2,8,71.3,1.05,15.39
1,6.21,41,155,1,1,7,55.5,1.01,25.29
2,5.48,39,123,0,1,4,47.8,0.9,9.32
2,8.34,8,275,1,0,4,96.8,1.27,18.76
3,9.89,35,169,0,1,4,67.2,0.89,9.43
2,7.07,378,168,0,2,2,88.9,1.04,18.69
3,7.56,330,139,2,1,1,59.0,1.01,18.4
2,7.96,165,263,1,1,5,65.0,1.08,18.85
3,6.7,149,736,0,2,1,74.3,0.86,11.97
2,7.73,126,1735,0,4,2,54.8,1.06,24.89
2,9.73,143,73,0,1,5,54.7,1.04,18.12
1,6.77,208,298,0,1,3,96.4,1.17,25.12
2,6.83,111,110,0,1,1,58.5,0.92,9.39
3,6.88,35,792,1,1,1,81.1,1.0,11.78
2,7.05,29,797,0,1,2,89.2,0.95,10.56
3,7.72,41,104,0,2,3,68.7,0.95,9.34
2,6.22,140,45,1,2,4,72.3,0.92,17.79
3,7.52,11,676,2,0,2,64.1,1.06,14.04
3,6.96,2,171,2,0,2,88.2,1.06,12.98
3,7.9,401,550,0,2,6,100.0,1.0,22.45
1,8.22,132,771,1,1,7,43.4,0.84,20.52
3,7.66,11,248,0,1,7,79.7,1.14,13.28
1,8.16,221,176,0,0,2,58.4,0.99,22.33
2,6.28,60,152,0,2,6,59.7,1.01,14.8
3,7.47,186,218,0,0,0,74.1,1.09,10.47
2,7.64,47,55,1,0,4,72.2,0.79,10.55
3,7.31,302,360,2,1,2,72.7,1.04,17.2
3,6.94,74,1311,0,2,6,76.0,1.08,17.95
3,7.33,105,289,0,1,3,85.0,0.92,10.55
2,8.28,128,530,0,2,5,75.5,1.09,22.14
3,6.7,256,1202,0,0,2,100.0,0.97,14.01
1,7.64,49,238,1,0,2,69.1,0.95,22.09
2,8.44,144,480,2,3,2,62.1,0.9,19.62
3,8.44,32,608,1,1,2,44.0,0.99,11.51
3,6.42,166,245,0,0,3,66.3,1.07,12.12
3,7.73,57,319,1,2,9,44.9,1.08,16.7
2,7.58,33,137,0,1,3,69.6,1.01,14.85
3,7.81,43,259,0,0,1,84.0,1.02,6.15
3,8.37,6,387,0,0,0,85.3,0.94,8.09
1,6.72,85,92,0,3,7,81.4,0.97,28.18
2,8.69,148,75,0,0,1,67.9,1.15,12.13
2,6.93,40,87,0,1,2,65.1,1.13,9.81
2,7.78,228,29,0,1,3,79.1,1.19,19.72
2,7.26,251,152,1,0,4,82.1,0.87,14.71
3,9.15,117,211,0,1,1,58.8,1.11,12.42
2,7.65,150,473,0,1,4,48.5,0.93,13.17
3,8.37,6,396,0,1,1,54.2,0.89,4.12
3,6.53,131,573,0,2,4,67.8,1.03,15.18
2,7.33,218,250,1,1,3,100.0,0.91,17.3
1,8.14,0,31,1,1,4,43.4,0.9,21.53
3,5.59,31,21,0,3,2,50.7,0.8,6.2
3,7.03,280,226,1,0,4,68.6,1.01,13.58
3,6.66,26,18,1,0,6,82.5,0.88,8.17
1,5.84,113,109,1,1,3,78.4,0.93,20.62
3,5.15,102,688,0,1,4,49.1,1.0,6.92
3,7.87,338,390,1,2,2,87.4,0.96,20.37
2,6.58,473,26,1,1,4,93.9,0.95,21.79
2,5.02,170,567,1,1,3,79.3,1.09,16.77
3,8.35,79,63,0,1,0,78.8,0.94,10.2
2,6.76,221,8,1,3,3,81.9,1.07,25.26
3,6.76,132,1127,0,0,4,78.2,1.05,9.5
3,8.95,234,378,1,0,4,75.5,1.04,13.66
3,6.23,237,120,0,0,5,63.5,0.87,9.74
3,7.78,27,185,0,3,0,82.0,1.16,15.63
2,8.14,338,165,0,1,3,60.8,1.03,16.56
3,8.31,9,101,1,0,4,97.6,1.2,15.0
2,5.0,60,280,0,2,2,67.6,1.11,13.51
3,8.57,217,441,1,1,4,56.3,1.11,16.8
3,6.97,149,348,0,1,4,57.2,1.03,8.99
1,7.32,6,70,1,1,1,84.8,1.05,24.51
2,8.54,104,75,1,0,3,82.5,1.02,18.28
3,7.91,194,93,1,3,3,53.6,0.91,14.35
2,6.09,97,81,1,1,1,84.1,1.06,14.8
1,9.2,139,5,0,2,3,76.1,0.85,20.8
3,7.57,311,211,0,1,4,61.5,0.99,10.95
3,8.2,39,711,0,2,1,58.9,1.04,13.25
2,6.13,200,221,0,3,2,69.0,0.95,18.08
3,7.44,141,238,0,1,2,81.9,1.08,12.37
2,7.09,480,243,1,0,1,66.7,1.02,17.83
3,6.3,574,310,1,0,4,66.4,1.12,19.37
2,6.04,27,138,0,1,2,45.9,1.04,11.5
1,8.0,104,269,0,1,1,59.5,1.16,22.17
2,7.37,172,99,1,4,4,88.1,0.89,22.1
3,8.09,119,247,0,2,3,68.9,0.79,9.79
3,6.64,170,160,0,1,5,77.7,1.0,15.63
2,6.78,162,46,0,1,6,68.7,1.13,15.11
2,7.63,105,363,0,1,0,73.4,1.05,12.92
3,8.33,200,965,1,1,3,91.4,0.84,12.74
2,7.57,213,778,1,1,4,67.7,0.84,15.44
2,6.96,30,185,2,0,2,48.0,1.11,13.85
3,9.12,39,121,3,3,3,65.2,1.06,22.37
3,6.55,92,95,0,1,4,50.1,1.05,10.28
2,6.28,186,83,0,1,3,66.7,0.95,13.17
3,8.63,140,87,0,0,4,84.3,1.04,11.2
3,9.73,41,69,0,3,7,69.2,0.82,13.58
3,8.59,397,359,0,1,4,49.4,0.96,16.94
3,6.82,89,267,1,1,1,66.0,0.8,9.42
3,8.57,189,97,1,0,2,67.6,1.02,14.04
3,5.77,21,27,0,0,2,70.8,1.02,5.92
3,5.89,242,561,0,1,4,71.4,0.89,12.3
3,8.55,116,381,0,0,2,59.6,0.99,9.03
3,7.19,47,70,1,1,0,94.7,0.93,12.23
2,8.49,289,7,3,2,2,71.6,1.13,26.93
1,8.05,5,504,0,1,3,76.8,1.07,20.79
3,7.42,50,217,0,1,5,78.8,1.08,11.09
3,7.09,262,111,0,1,3,51.7,0.96,10.6
3,7.22,625,195,0,1,3,69.1,0.95,16.42
2,7.66,113,78,0,3,3,63.6,1.17,19.25
2,5.97,13,43,0,0,3,43.9,1.14,7.96
2,8.26,307,244,0,1,4,76.4,0.95,16.66
3,5.7,40,204,2,1,2,59.7,0.94,9.23
2,10.0,188,119,0,2,3,58.0,0.98,16.91
3,8.82,3,144,0,1,3,64.4,0.94,7.76
3,6.6,89,0,0,0,5,90.7,1.05,10.3
3,9.31,38,273,1,2,2,70.4,0.89,11.58
3,6.49,126,70,1,0,6,56.5,0.94,11.47
3,9.05,29,541,0,0,4,100.0,0.94,8.79
3,7.92,207,174,0,1,3,94.6,1.12,14.79
2,9.19,399,3,0,1,1,65.3,1.19,21.84
3,5.98,123,76,0,2,4,50.4,0.86,9.46
2,8.77,100,21,2,0,6,73.9,0.91,15.65
2,5.24,95,251,2,3,4,56.6,1.09,22.97
3,7.39,194,502,0,3,1,58.9,0.76,12.69
2,5.0,137,68,0,2,2,100.0,1.15,16.44
3,6.96,203,386,0,3,4,59.0,0.89,17.17
2,7.48,58,216,0,1,2,70.5,1.08,11.54
3,8.93,82,145,0,1,7,91.2,0.92,11.66
3,6.82,143,380,0,1,5,74.3,0.91,11.49
3,9.14,308,75,0,1,4,62.3,0.99,15.58
2,9.29,2,181,1,0,2,75.1,1.01,15.02
1,6.48,163,557,1,1,3,87.4,1.22,31.63
3,9.38,120,325,0,0,2,62.8,1.01,10.85
3,6.18,120,136,0,1,4,53.7,1.02,11.39
2,5.09,66,104,0,1,2,88.5,1.3,13.0
3,7.37,141,398,1,0,3,77.2,1.03,13.26
1,7.22,37,675,3,1,5,84.4,0.98,27.16
2,6.76,44,191,0,0,4,15.3,0.89,6.26
3,6.54,279,287,1,2,3,53.0,1.07,17.69
2,8.06,115,304,1,1,6,54.6,0.95,17.62
2,5.53,24,394,0,0,5,93.3,0.94,10.54
3,8.06,279,36,0,2,0,70.9,1.09,14.76
3,7.27,68,190,3,1,3,54.0,0.92,14.27
3,6.02,169,446,0,1,3,65.6,1.02,11.05
2,6.63,164,215,0,2,3,48.7,0.94,15.63
3,6.02,148,38,1,3,2,82.0,1.2,21.59
3,8.42,64,106,0,0,3,90.3,1.08,12.94
3,7.0,229,125,1,1,1,79.1,0.95,12.6
2,5.85,128,256,0,1,6,71.7,1.08,17.11
2,8.23,227,271,3,0,3,67.7,0.91,18.63
3,8.09,101,123,1,0,5,48.0,0.96,9.93
2,6.76,404,206,1,2,4,70.7,0.99,23.39
2,8.32,72,144,0,0,4,74.0,0.9,10.99
2,7.25,527,298,0,1,1,82.7,0.93,18.91
2,8.47,7,244,0,1,4,64.8,0.92,11.03
2,5.79,16,204,1,1,3,75.9,0.85,11.84
3,8.41,201,686,0,1,3,77.3,1.03,13.81
3,8.22,22,262,0,1,4,74.9,0.96,9.86
2,9.64,233,77,0,2,5,74.3,0.97,17.1
3,7.3,114,19,2,1,3,63.6,1.21,19.61
3,7.3,50,125,0,2,2,77.8,0.94,11.36
2,7.6,39,208,0,1,2,63.3,0.94,10.58
3,7.92,34,75,1,1,2,59.0,0.97,13.64
2,7.47,41,523,0,2,2,74.6,1.08,16.6
2,8.23,211,103,2,1,5,62.4,1.06,20.25
3,6.86,269,172,0,0,2,72.8,1.17,14.32
3,8.17,83,243,0,2,2,63.2,0.91,11.26
2,8.51,7,31,0,2,3,52.2,1.01,10.36
2,8.69,14,415,1,1,2,63.8,1.11,16.82
2,7.82,52,189,0,2,2,78.2,1.18,16.69
3,7.93,546,233,0,2,3,79.2,0.95,17.57
2,7.24,3,78,0,1,8,85.5,0.93,16.02
3,7.26,103,1340,0,0,3,64.2,0.96,8.14
2,9.06,177,99,0,2,2,56.2,1.09,16.56
1,6.41,7,283,0,0,3,80.8,1.01,16.25
3,6.32,12,30,0,2,2,53.1,1.01,8.88
1,8.0,297,263,0,2,5,67.5,0.93,26.59
3,5.61,63,238,1,2,3,94.4,0.99,15.06
3,7.81,398,74,0,1,1,64.8,1.01,13.42
3,7.04,51,78,0,2,2,68.2,0.84,8.48
3,6.66,85,345,0,0,4,89.4,0.9,7.03
3,9.13,14,102,0,0,1,58.2,1.16,7.9
2,7.57,31,72,2,3,0,86.8,0.99,20.58
3,5.16,1,57,1,1,1,90.9,1.17,9.26
3,5.91,649,291,0,1,2,79.2,1.13,18.8
2,8.69,6,76,0,2,3,64.4,0.98,16.32
2,7.14,211,17,1,0,3,70.2,0.87,14.69
2,9.73,11,117,1,1,4,32.3,1.02,14.95
2,6.27,60,129,1,4,3,57.3,0.99,18.43
2,8.77,54,450,1,1,2,55.7,1.05,14.87
2,8.71,84,492,2,1,1,50.6,1.04,16.59
3,5.62,530,173,0,2,3,61.9,0.82,14.67
3,6.8,165,307,0,1,5,73.7,1.1,14.4
3,9.08,308,280,0,0,2,67.4,1.15,14.97
3,9.06,142,198,0,0,4,74.8,0.97,13.03
2,7.37,630,81,0,1,3,78.0,1.18,28.0
2,7.46,528,581,0,1,1,70.9,0.97,17.28
3,6.14,396,12,0,2,6,74.8,1.19,22.68
3,9.06,54,314,0,0,3,43.8,0.98,8.83
3,8.24,115,444,1,0,3,30.3,1.07,10.4
3,5.77,213,820,0,1,3,62.6,1.14,12.33
3,7.44,86,179,1,0,3,72.7,0.81,10.19
3,8.74,172,198,2,2,2,72.9,0.91,17.6
2,7.32,26,78,1,2,3,54.7,1.04,18.79
2,8.22,149,135,0,1,2,67.7,1.04,15.59
3,7.04,66,71,0,1,1,83.3,0.93,9.88
2,7.55,409,213,3,1,2,67.9,1.0,24.9
3,8.02,121,52,0,0,0,53.7,0.97,3.57
2,7.84,190,392,0,0,4,95.8,0.7,8.44
2,7.22,332,1100,0,3,5,39.8,0.98,21.98
3,6.94,115,760,1,2,4,53.1,0.93,15.81
3,8.38,171,135,1,0,5,70.4,0.99,13.78
2,9.44,33,44,0,3,4,70.2,1.05,20.68
3,8.14,95,427,0,1,2,79.9,0.96,11.87
2,5.5,78,271,1,2,6,70.0,1.02,18.3
3,6.27,66,973,0,2,2,82.5,1.01,13.99
3,6.66,17,209,0,2,2,56.7,0.84,9.51
2,5.0,425,147,0,1,1,66.5,0.98,15.55
3,9.01,368,100,0,0,2,95.2,0.88,12.15
3,6.12,60,40,0,1,5,62.6,1.07,8.92
2,7.86,77,89,2,3,2,99.8,0.97,23.57
3,7.2,450,49,0,1,5,71.6,1.01,16.93
3,7.47,44,129,1,0,2,88.6,1.12,9.91
3,7.03,80,57,1,2,2,50.8,1.02,14.36
3,5.96,7,450,1,3,4,83.5,0.94,15.82
2,9.62,203,11,1,2,2,75.7,1.03,19.04
2,6.08,79,12,1,3,2,46.4,0.91,12.7
3,6.65,363,100,0,2,1,74.9,0.96,15.09
3,9.16,359,176,1,2,2,85.0,1.13,23.47
3,7.3,13,69,0,0,1,52.9,0.96,5.03
2,7.76,122,956,0,1,3,89.6,1.02,16.01
2,8.21,198,0,0,0,1,78.1,0.97,13.31
2,9.19,55,115,1,2,3,100.0,1.04,20.25
1,7.74,406,530,1,1,5,85.2,0.78,27.92
1,6.39,112,121,0,2,2,82.6,1.08,21.95
3,5.56,85,551,0,1,5,46.9,1.02,10.52
2,7.96,131,196,0,0,2,84.6,1.12,13.77
